transaction_id,timestamp,sender_account,receiver_account,amount,transaction_type,merchant_category,location,device_used,is_fraud,fraud_type,time_since_last_transaction,spending_deviation_score,velocity_score,geo_anomaly_score,payment_channel,ip_address,device_hash
T4428473,2023-01-02T01:06:51.043213,ACC251320,ACC659826,895.28,deposit,utilities,Singapore,atm,False,,-4711.921131620555,0.27,9,0.2,UPI,83.45.171.29,D6426541
T1408614,2023-01-02T01:20:59.242114,ACC977516,ACC252407,1182.73,deposit,grocery,Toronto,mobile,False,,-524.1735604519445,-1.57,16,0.98,wire_transfer,198.240.171.87,D9126067
T4730236,2023-01-02T01:27:10.309977,ACC631262,ACC164390,1450.02,deposit,online,Tokyo,mobile,False,,-8744.892826726666,-1.28,4,0.67,card,26.45.184.2,D9875776
T2785485,2023-01-02T01:28:51.476512,ACC319876,ACC291725,48.8,transfer,restaurant,Singapore,mobile,False,,-1537.5942580011113,0.2,5,0.49,card,213.26.197.133,D1550410
T183803,2023-01-02T01:30:43.665055,ACC315942,ACC488428,1055.64,deposit,grocery,Toronto,web,False,,,0.79,12,0.18,wire_transfer,202.9.87.71,D5853090
T4211598,2023-01-02T01:31:19.378389,ACC509293,ACC945072,466.37,withdrawal,restaurant,New York,pos,False,,-8656.977695301666,0.49,14,0.53,card,207.56.244.254,D9139174
T732235,2023-01-02T01:36:17.310177,ACC499423,ACC936093,15.9,transfer,other,Berlin,atm,False,,-7037.569793758611,-0.82,1,0.57,wire_transfer,225.224.196.179,D9665098
T1099825,2023-01-02T01:48:41.845184,ACC849118,ACC775743,17.89,transfer,travel,Dubai,pos,False,,,-1.12,16,0.04,card,179.213.203.203,D9946077
T3444457,2023-01-02T01:56:57.348675,ACC236156,ACC127130,41.68,transfer,other,Singapore,mobile,False,,-2041.0719214675,1.91,12,0.04,card,159.194.248.242,D3450852
T630696,2023-01-02T02:01:06.601693,ACC552404,ACC686847,480.12,withdrawal,online,Dubai,atm,False,,,-0.15,2,0.34,ACH,0.221.64.126,D1453389
T2724797,2023-01-02T02:03:16.459533,ACC975029,ACC224336,38.43,transfer,restaurant,New York,web,False,,-4464.485132124445,-1.87,18,0.69,UPI,94.56.144.48,D4872938
T3760470,2023-01-02T02:06:28.737847,ACC609336,ACC321636,622.67,withdrawal,utilities,New York,atm,False,,-7449.221937466666,-0.15,9,0.22,UPI,197.206.148.109,D3881312
T116607,2023-01-02T02:10:16.988321,ACC353129,ACC214521,365.14,withdrawal,other,Dubai,pos,False,,,-0.39,10,0.59,card,155.46.206.160,D2463423
T3287319,2023-01-02T02:10:24.107715,ACC804266,ACC760386,2.72,transfer,online,Dubai,web,False,,-3946.621079058611,1.66,13,0.08,UPI,19.255.211.108,D5826270
T1356619,2023-01-02T02:12:32.022664,ACC181873,ACC653183,297.0,withdrawal,restaurant,Toronto,pos,False,,,1.74,1,0.01,wire_transfer,42.152.120.187,D9676233
T899792,2023-01-02T02:13:05.053585,ACC386877,ACC319111,648.5,deposit,travel,Berlin,pos,False,,,-0.41,8,0.38,card,137.165.186.197,D6521789
T4689610,2023-01-02T02:18:53.332529,ACC285693,ACC752896,35.2,transfer,utilities,Dubai,atm,False,,-7662.497212342222,0.62,16,0.24,card,198.173.101.193,D2051360
T3372230,2023-01-02T02:22:53.628818,ACC146132,ACC491407,190.94,withdrawal,retail,Tokyo,pos,False,,-3359.862856286389,-1.02,20,0.7,UPI,243.12.183.146,D5313039
T807428,2023-01-02T02:24:42.474301,ACC140239,ACC399235,110.63,payment,utilities,New York,atm,False,,,-0.01,17,0.29,UPI,97.179.1.215,D4682570
T1955286,2023-01-02T02:26:02.885321,ACC430899,ACC414153,348.45,deposit,entertainment,New York,pos,False,,-2098.356987251944,0.24,4,0.4,card,255.165.236.251,D4463023
T917066,2023-01-02T02:31:15.185034,ACC945718,ACC855582,260.6,withdrawal,entertainment,Singapore,pos,False,,,-0.86,1,0.42,card,72.139.95.35,D5192642
T1625774,2023-01-02T02:39:15.186515,ACC768107,ACC704480,400.49,withdrawal,utilities,New York,mobile,False,,-6885.805521086111,-2.19,3,0.41,ACH,172.58.55.155,D8039675
T3615068,2023-01-02T02:48:41.272571,ACC971204,ACC825133,1003.66,deposit,online,Sydney,mobile,False,,-8694.201479716388,0.9,19,0.2,wire_transfer,122.237.99.70,D5818258
T261687,2023-01-02T02:52:19.118379,ACC385153,ACC335892,38.04,transfer,other,Singapore,mobile,False,,-5073.444519420556,0.86,3,0.48,ACH,203.96.173.21,D5432992
T3387015,2023-01-02T02:54:04.126209,ACC939849,ACC436405,1412.87,deposit,retail,Dubai,pos,False,,-3052.5265587827776,-0.32,3,0.57,wire_transfer,249.216.127.128,D9434929
T3155228,2023-01-02T02:55:41.974179,ACC802849,ACC370004,57.22,transfer,entertainment,Berlin,web,False,,-3547.7888392100003,0.46,8,0.57,ACH,208.216.99.20,D6124055
T3691445,2023-01-02T03:16:23.392907,ACC665303,ACC631812,292.2,withdrawal,retail,Toronto,pos,False,,-4163.360130559722,-0.35,6,0.28,ACH,242.22.243.216,D5836720
T319612,2023-01-02T03:17:50.500356,ACC779674,ACC110061,9.95,transfer,other,Dubai,pos,False,,-4460.743584943611,0.97,16,0.41,UPI,246.126.119.196,D6196794
T2673404,2023-01-02T03:21:35.852508,ACC124338,ACC713785,57.71,withdrawal,travel,New York,web,False,,-2336.2698184061114,-0.23,4,0.74,wire_transfer,69.85.147.44,D1395349
T4323240,2023-01-02T03:23:19.045696,ACC456548,ACC781636,1559.71,deposit,grocery,London,atm,False,,-6163.477802553333,0.9,11,0.92,card,77.213.179.201,D5647179
T260292,2023-01-02T03:26:18.103885,ACC969086,ACC257893,1222.18,deposit,other,Berlin,pos,False,,,-0.36,19,0.78,ACH,236.94.15.63,D8276022
T3248509,2023-01-02T03:46:50.378622,ACC874618,ACC263312,17.62,transfer,entertainment,Tokyo,pos,False,,-1409.3670882944446,-0.57,8,0.56,wire_transfer,86.77.211.149,D8985552
T4081473,2023-01-02T03:50:39.638899,ACC826875,ACC770880,7.45,transfer,retail,Dubai,web,False,,-3137.7889806997223,-1.83,15,0.67,wire_transfer,160.208.80.213,D6657251
T986241,2023-01-02T03:53:14.541897,ACC659467,ACC879778,1234.53,deposit,other,New York,web,False,,,0.36,11,0.09,ACH,21.138.67.69,D2680867
T2221137,2023-01-02T03:54:44.170154,ACC531432,ACC513561,64.0,payment,entertainment,Berlin,web,False,,-6413.791162021945,0.22,19,0.48,wire_transfer,145.9.114.165,D7679373
T2867260,2023-01-02T04:00:30.127566,ACC817855,ACC250619,29.43,transfer,entertainment,London,mobile,False,,-1427.5640647319449,0.72,7,0.73,ACH,24.123.42.191,D7819170
T1314925,2023-01-02T04:00:46.402727,ACC740963,ACC680743,37.61,transfer,utilities,New York,atm,True,card_not_present,-1073.1599868008332,1.2,16,0.17,wire_transfer,158.29.194.81,D2411378
T1257820,2023-01-02T04:13:00.074213,ACC519913,ACC907573,196.12,withdrawal,entertainment,Tokyo,mobile,False,,,0.9,7,0.7,wire_transfer,203.119.11.141,D7213658
T1309867,2023-01-02T04:17:23.903025,ACC945591,ACC592607,213.56,deposit,grocery,Singapore,web,False,,,-0.38,12,0.61,ACH,212.54.209.156,D9743925
T4876865,2023-01-02T04:34:47.065042,ACC190951,ACC416284,61.18,payment,utilities,Tokyo,atm,False,,-7030.016844968612,2.29,2,0.31,card,139.184.116.177,D9636361
T3173944,2023-01-02T04:35:42.103705,ACC532551,ACC954706,271.86,payment,entertainment,London,web,False,,-995.0795023930556,-0.52,10,0.25,wire_transfer,208.20.111.92,D8956406
T4691760,2023-01-02T04:40:17.145765,ACC722245,ACC985770,17.89,payment,online,New York,web,False,,-3207.3544059869446,0.3,10,0.54,UPI,68.159.170.16,D8186078
T3071518,2023-01-02T04:40:26.991505,ACC360432,ACC407264,60.36,transfer,restaurant,Singapore,mobile,False,,-5243.032600070833,-1.4,10,0.77,wire_transfer,96.50.149.38,D1786839
T4273979,2023-01-02T04:51:38.290344,ACC880346,ACC710034,133.56,payment,grocery,Singapore,pos,True,card_not_present,-4902.414288478056,-1.89,6,0.03,wire_transfer,148.252.5.211,D4381150
T1925633,2023-01-02T05:05:44.124048,ACC455485,ACC784821,15.79,transfer,utilities,Toronto,pos,False,,-2450.2803566280554,-0.27,2,0.61,ACH,124.134.176.214,D4817481
T1228856,2023-01-02T05:17:21.424447,ACC864041,ACC847236,1642.41,deposit,online,New York,atm,False,,,-1.41,7,0.93,wire_transfer,49.89.123.226,D4371486
T1867419,2023-01-02T05:34:31.919678,ACC215948,ACC923641,171.39,payment,other,Tokyo,web,False,,-960.546855766389,0.33,11,0.93,wire_transfer,135.20.68.54,D6573622
T2635585,2023-01-02T05:34:50.348739,ACC698488,ACC890927,1489.04,deposit,restaurant,Singapore,web,False,,-2443.3161820144446,-0.88,12,0.0,card,21.235.98.78,D7709193
T1161351,2023-01-02T05:34:59.079222,ACC727994,ACC970474,91.7,payment,travel,Singapore,pos,False,,-7277.953968951389,-0.72,12,0.92,ACH,190.55.108.94,D7034042
T998779,2023-01-02T05:39:52.178987,ACC365625,ACC232905,13.41,transfer,restaurant,Toronto,pos,False,,,-0.95,7,0.18,ACH,175.105.251.234,D5541488
T1232508,2023-01-02T05:48:42.817347,ACC406949,ACC898368,470.25,withdrawal,entertainment,Singapore,pos,False,,-8243.845240856112,1.45,5,0.21,wire_transfer,102.141.61.204,D2133759
T191101,2023-01-02T05:48:44.634393,ACC553134,ACC230905,20.83,transfer,utilities,Tokyo,mobile,False,,,0.27,19,0.71,card,247.240.12.80,D3008439
T4718796,2023-01-02T05:49:45.108564,ACC351052,ACC274929,375.59,withdrawal,utilities,Tokyo,pos,True,card_not_present,-5637.541885061111,-2.08,4,0.61,card,119.239.210.43,D9233572
T4852579,2023-01-02T05:50:43.188180,ACC691016,ACC829811,206.95,payment,utilities,Berlin,mobile,False,,-4041.918652994167,-1.28,12,0.45,UPI,126.253.31.72,D7574407
T4907213,2023-01-02T05:56:55.032005,ACC110335,ACC755619,62.59,payment,restaurant,London,atm,True,card_not_present,-5957.334932686111,0.4,3,0.77,ACH,51.122.81.158,D3501607
T5009078,2023-01-02T05:57:58.491533,ACC700811,ACC456129,1671.3,deposit,other,London,mobile,False,,-4941.962852999445,-0.03,14,0.8,ACH,171.245.119.132,D5882712
T2576179,2023-01-02T06:13:06.373988,ACC119972,ACC717985,979.95,deposit,retail,New York,web,False,,-4627.5834840625,-0.02,17,0.04,ACH,206.105.2.123,D8296364
T464395,2023-01-02T06:19:23.249743,ACC823804,ACC675537,16.49,transfer,grocery,Tokyo,mobile,False,,,2.2,18,0.38,wire_transfer,161.230.185.8,D3955184
T3713441,2023-01-02T06:21:17.391735,ACC640513,ACC232613,811.32,deposit,online,London,web,False,,-6634.186016133055,0.7,20,0.16,card,58.142.30.3,D7107033
T1322159,2023-01-02T06:25:47.340587,ACC106515,ACC767371,107.47,payment,other,London,pos,False,,4.601720507222222,0.08,1,0.44,UPI,206.80.171.16,D9012843
T612134,2023-01-02T06:28:58.854455,ACC566529,ACC527706,121.54,withdrawal,online,London,mobile,False,,-3267.2018927755557,-0.17,18,0.73,card,248.105.149.210,D2859037
T1308562,2023-01-02T06:30:44.529277,ACC297091,ACC385202,656.49,deposit,other,Tokyo,mobile,True,card_not_present,-7049.614882075278,1.26,19,0.59,wire_transfer,62.141.241.170,D3051089
T4581567,2023-01-02T06:33:16.036991,ACC976776,ACC275619,748.85,deposit,retail,Berlin,web,False,,-8706.247010555833,-2.43,12,0.18,ACH,214.237.248.67,D9566672
T1480476,2023-01-02T06:53:33.366730,ACC890466,ACC800165,487.2,withdrawal,utilities,Dubai,mobile,False,,-5581.5038448908335,0.11,3,0.38,ACH,14.185.28.132,D3442954
T1217311,2023-01-02T06:55:22.391308,ACC117338,ACC139818,1305.15,deposit,online,Toronto,atm,False,,-8149.081941500833,-0.98,6,0.11,card,237.190.83.167,D2148391
T4517289,2023-01-02T06:59:55.473385,ACC154720,ACC313818,328.53,withdrawal,entertainment,London,web,False,,-2559.051152945278,0.79,3,0.6,ACH,98.50.144.56,D9206141
T812639,2023-01-02T07:00:04.096494,ACC122912,ACC424026,28.72,withdrawal,retail,Berlin,pos,False,,-6000.760135373611,0.25,11,0.49,ACH,20.211.55.250,D9620138
T311521,2023-01-02T07:11:23.916352,ACC445150,ACC176835,359.06,payment,travel,Tokyo,mobile,False,,,-0.3,17,0.68,card,190.119.73.208,D5990784
T3393143,2023-01-02T07:13:42.543973,ACC830773,ACC322000,13.99,transfer,grocery,Sydney,web,False,,-8668.249304086388,-0.45,5,0.8,card,116.208.113.241,D7338418
T4715299,2023-01-02T07:18:36.621396,ACC422293,ACC702112,0.69,payment,travel,New York,web,False,,-5022.370314776666,-0.97,17,0.03,wire_transfer,233.154.20.188,D4704742
T2118146,2023-01-02T07:18:49.041681,ACC969521,ACC485543,545.12,withdrawal,retail,London,web,True,card_not_present,-1399.805728076111,0.35,5,0.59,UPI,142.98.5.128,D5498222
T2024990,2023-01-02T07:24:30.445630,ACC221186,ACC418579,11.28,transfer,utilities,London,pos,False,,-8731.167886464722,-1.38,13,0.37,UPI,25.108.75.171,D9043930
T1550023,2023-01-02T07:25:46.869153,ACC393129,ACC792980,117.63,payment,other,Tokyo,mobile,False,,-2914.5056689102776,0.41,2,0.7,ACH,192.171.245.252,D7659558
T1132925,2023-01-02T07:26:12.492324,ACC743534,ACC265278,754.56,deposit,restaurant,London,mobile,False,,-6614.818855835555,-0.71,9,0.13,ACH,184.44.13.128,D3687238
T2144667,2023-01-02T07:31:01.422154,ACC715044,ACC504264,6.74,transfer,online,Berlin,atm,False,,-3127.027772563611,-1.8,11,0.54,wire_transfer,235.96.192.214,D3287112
T4733306,2023-01-02T07:38:56.974115,ACC278605,ACC742909,542.71,withdrawal,retail,Sydney,mobile,False,,-1214.176672565833,1.49,4,0.6,ACH,216.179.165.2,D6866758
T1624257,2023-01-02T07:48:47.570132,ACC886359,ACC101129,761.9,deposit,retail,Dubai,mobile,False,,-4410.367535963055,0.2,11,0.57,ACH,53.68.83.227,D8083352
T3864470,2023-01-02T07:49:57.370735,ACC523245,ACC475949,781.43,deposit,online,Toronto,pos,False,,,-0.9,17,0.14,wire_transfer,246.231.159.56,D8108382
T2085341,2023-01-02T07:57:26.515375,ACC206063,ACC367521,289.07,withdrawal,restaurant,Sydney,web,False,,-7929.223406501667,0.21,2,0.32,UPI,79.44.108.125,D5782772
T1177516,2023-01-02T08:16:38.252378,ACC314874,ACC770984,164.16,withdrawal,entertainment,Berlin,pos,False,,-2652.250034021112,0.34,6,0.35,card,63.108.54.192,D5616518
T4837523,2023-01-02T08:34:52.929230,ACC735448,ACC276772,60.73,payment,travel,Toronto,web,False,,-4604.0481940975,0.78,4,0.41,wire_transfer,160.139.167.36,D7833779
T1985419,2023-01-02T08:38:38.832062,ACC563693,ACC863259,737.03,deposit,utilities,Toronto,atm,False,,-80.60890705972223,-1.12,7,0.47,wire_transfer,206.187.167.251,D6616945
T2558678,2023-01-02T08:41:08.519677,ACC297311,ACC785013,990.17,deposit,utilities,Toronto,mobile,False,,-5419.823580279444,0.37,17,0.42,card,236.76.17.208,D6477034
T3115169,2023-01-02T08:42:02.415385,ACC991794,ACC950670,202.74,payment,utilities,Toronto,mobile,False,,-719.3510952944445,-0.55,3,0.82,UPI,22.243.96.90,D1075849
T782076,2023-01-02T08:49:23.662691,ACC561600,ACC615973,34.43,transfer,travel,Toronto,atm,False,,,-0.31,6,0.35,ACH,164.31.1.146,D3567834
T1518111,2023-01-02T08:53:36.603068,ACC703690,ACC594074,23.88,transfer,travel,Sydney,pos,False,,-1756.2656495069443,1.06,9,0.22,ACH,249.31.144.7,D3022012
T3516808,2023-01-02T08:55:25.645268,ACC560897,ACC453035,1721.12,deposit,retail,London,atm,False,,-7654.3810561,-0.47,10,0.59,card,80.4.123.218,D5109182
T4804685,2023-01-02T09:06:57.151203,ACC767198,ACC428412,1293.4,deposit,other,Dubai,atm,False,,-6433.987199345834,-0.11,19,0.13,wire_transfer,47.49.43.74,D1037104
T790336,2023-01-02T09:08:42.251244,ACC681292,ACC744553,465.63,withdrawal,entertainment,Toronto,mobile,False,,-2634.2765290144443,-1.15,20,0.87,wire_transfer,118.169.30.236,D4363925
T1108183,2023-01-02T09:15:47.973812,ACC644087,ACC637933,24.11,transfer,grocery,New York,mobile,False,,,0.15,15,0.13,UPI,48.170.179.193,D1328533
T1955774,2023-01-02T09:23:02.210070,ACC152808,ACC173513,11.5,transfer,online,Toronto,pos,False,,-4924.760196601111,0.26,15,0.6,wire_transfer,84.171.102.136,D6415567
T4454398,2023-01-02T09:31:36.101253,ACC386645,ACC425452,35.65,payment,entertainment,Tokyo,pos,True,card_not_present,-655.2251729777778,-0.67,2,0.49,wire_transfer,200.49.75.125,D4861454
T566200,2023-01-02T09:42:25.482014,ACC310185,ACC734275,1411.42,deposit,utilities,Toronto,mobile,False,,-798.2126204394444,-0.26,17,0.53,UPI,120.38.111.28,D2411078
T936550,2023-01-02T09:53:33.143768,ACC113872,ACC135567,90.39,payment,other,Berlin,atm,False,,,-0.85,4,0.26,wire_transfer,175.75.138.110,D5338118
T4865843,2023-01-02T09:55:31.618367,ACC846601,ACC991741,16.51,transfer,utilities,New York,web,False,,-4298.529160728889,-3.08,1,0.3,ACH,17.92.99.174,D1969705
T4060103,2023-01-02T10:01:05.280758,ACC799771,ACC179853,29.03,payment,other,Berlin,mobile,False,,-3039.4376323691667,0.44,20,0.19,ACH,195.15.150.106,D8271200
T2970764,2023-01-02T10:06:58.028151,ACC745291,ACC722649,1379.84,deposit,entertainment,Toronto,mobile,False,,,-0.9,5,0.51,UPI,23.107.5.104,D3333064
T3302013,2023-01-02T10:17:23.473626,ACC645006,ACC952218,483.83,payment,travel,New York,pos,False,,-3944.887942050278,0.63,17,0.83,UPI,163.202.196.85,D5852275
T2414700,2023-01-02T10:36:31.825850,ACC782591,ACC822343,23.04,transfer,utilities,Dubai,mobile,False,,-6573.354435941667,-0.27,15,0.41,wire_transfer,232.144.203.35,D3938184
T1741949,2023-01-02T10:42:34.596436,ACC392267,ACC469743,1010.51,deposit,retail,Sydney,pos,False,,-5292.431158600278,-0.8,19,0.74,wire_transfer,187.188.11.193,D9170529
T4738585,2023-01-02T10:43:26.979350,ACC586427,ACC263115,65.22,payment,restaurant,Tokyo,web,False,,-4801.410708701389,-1.04,10,0.56,ACH,191.140.199.54,D3185087
T3278498,2023-01-02T10:47:07.048599,ACC965179,ACC124155,159.23,payment,retail,Dubai,atm,False,,-6542.505055441944,-0.6,15,0.29,card,170.169.86.176,D1384854
T2880898,2023-01-02T10:49:59.777544,ACC520529,ACC251003,94.15,withdrawal,online,Dubai,web,False,,-5308.123367022222,-0.63,17,0.72,wire_transfer,124.38.150.85,D5360942
T335572,2023-01-02T10:57:36.105309,ACC500542,ACC903121,114.09,payment,grocery,London,web,False,,-2727.759995963333,-0.73,6,0.23,ACH,36.118.152.100,D9325235
T2903124,2023-01-02T11:06:06.929704,ACC797544,ACC778516,246.9,deposit,grocery,New York,mobile,False,,-4083.403349476389,0.61,12,0.61,ACH,66.166.55.102,D3897185
T2586274,2023-01-02T11:07:46.214344,ACC217663,ACC865973,957.85,deposit,grocery,Tokyo,atm,False,,-2419.787521028611,-0.22,14,0.43,UPI,245.231.175.168,D4689412
T277669,2023-01-02T11:09:05.526407,ACC411859,ACC713858,257.75,withdrawal,restaurant,Dubai,mobile,False,,-226.4998386808333,1.0,20,0.16,wire_transfer,114.233.224.48,D6505964
T4977109,2023-01-02T11:22:03.543447,ACC266793,ACC389631,282.11,withdrawal,retail,Singapore,mobile,False,,-2717.620302914445,-0.1,11,0.35,wire_transfer,237.162.6.37,D2345070
T1665674,2023-01-02T11:31:29.145553,ACC270786,ACC490063,486.5,withdrawal,utilities,Singapore,web,False,,,-0.23,6,0.84,ACH,6.147.209.70,D3601253
T1064167,2023-01-02T11:34:43.275969,ACC276255,ACC807135,26.49,payment,travel,Dubai,pos,False,,-7697.845228840832,-0.19,9,0.05,UPI,8.52.9.240,D2454296
T2268118,2023-01-02T11:34:57.946016,ACC354374,ACC333421,188.9,payment,online,Sydney,pos,False,,-2071.6341720630558,1.34,3,0.14,wire_transfer,217.2.220.52,D8986136
T1268733,2023-01-02T11:54:05.107741,ACC359823,ACC554070,7.11,transfer,online,Toronto,mobile,False,,,-0.96,19,0.53,card,49.234.130.189,D9410924
T4439272,2023-01-02T11:54:10.039425,ACC842866,ACC559483,184.0,payment,utilities,Tokyo,mobile,False,,-7528.561121303055,0.57,8,0.14,card,3.222.168.113,D7642428
T4048655,2023-01-02T12:00:46.636650,ACC311424,ACC654490,7.59,payment,travel,Singapore,atm,False,,-4541.944372548333,-0.83,7,0.37,ACH,97.46.49.6,D5150588
T236257,2023-01-02T12:05:00.789972,ACC269025,ACC268580,681.17,withdrawal,entertainment,Dubai,mobile,False,,,0.41,7,0.76,UPI,225.24.122.188,D5431689
T4144289,2023-01-02T12:18:04.784207,ACC995482,ACC768553,440.66,withdrawal,online,Singapore,atm,False,,-7835.8575180425,-0.28,12,0.28,card,16.249.127.14,D8301796
T3356191,2023-01-02T12:25:46.471012,ACC279142,ACC158978,1269.76,deposit,utilities,London,mobile,False,,-89.48062422833333,0.28,14,0.68,UPI,191.36.216.5,D6557942
T1546382,2023-01-02T12:27:17.344977,ACC699525,ACC803744,506.38,withdrawal,retail,Singapore,pos,False,,-2536.237255605278,0.76,16,0.13,UPI,95.255.132.246,D1132988
T5018662,2023-01-02T12:29:46.248282,ACC571282,ACC249511,366.53,withdrawal,retail,New York,mobile,False,,-4643.535754949166,0.49,12,0.53,UPI,133.242.232.154,D9481240
T2405266,2023-01-02T12:30:10.952871,ACC721884,ACC204182,44.93,payment,restaurant,Tokyo,web,False,,-4398.481214944167,0.22,7,0.47,card,214.23.222.134,D1804388
T2828299,2023-01-02T12:30:13.756987,ACC986208,ACC832544,1.33,payment,grocery,Singapore,web,False,,-2363.119158714722,-0.37,6,0.08,UPI,69.20.35.17,D3354159
T406572,2023-01-02T12:31:04.938954,ACC933346,ACC655153,139.31,transfer,entertainment,Sydney,pos,False,,,0.3,14,0.12,wire_transfer,50.24.130.249,D4265258
T879459,2023-01-02T12:47:34.436973,ACC109244,ACC628764,625.49,deposit,grocery,Toronto,atm,False,,-7521.994262434445,1.01,9,0.27,ACH,252.183.58.227,D4446222
T4202058,2023-01-02T13:00:39.389379,ACC258300,ACC905885,301.7,withdrawal,utilities,Berlin,pos,False,,-8226.487988800835,-0.4,20,0.94,ACH,33.174.248.226,D7775943
T4952081,2023-01-02T13:01:23.833751,ACC473864,ACC430999,17.76,transfer,entertainment,Berlin,pos,False,,-3484.1166686152774,0.84,3,0.9,card,116.224.153.23,D1013045
T4170568,2023-01-02T13:05:52.130682,ACC468741,ACC185057,149.26,withdrawal,grocery,Tokyo,mobile,False,,-5333.257705281667,1.4,13,0.7,UPI,136.188.187.10,D6050560
T4019993,2023-01-02T13:09:19.532144,ACC203486,ACC978972,11.53,transfer,online,Singapore,pos,False,,-6050.250247823333,-2.53,16,0.3,wire_transfer,76.25.8.112,D5907169
T4672420,2023-01-02T13:10:16.210949,ACC757936,ACC497788,1064.62,deposit,utilities,Tokyo,web,False,,-4541.528655966111,1.29,19,0.07,wire_transfer,205.191.248.235,D6086673
T2405261,2023-01-02T13:13:03.353987,ACC884863,ACC319580,1058.45,deposit,grocery,New York,web,False,,-380.6947151936112,0.2,8,0.82,ACH,135.189.112.180,D7870825
T3831886,2023-01-02T13:17:23.328278,ACC411953,ACC866742,364.85,deposit,travel,New York,pos,True,card_not_present,-7715.7721591275,-0.37,6,0.97,card,193.177.124.188,D3876169
T1640570,2023-01-02T13:20:15.563536,ACC952521,ACC752830,77.47,payment,retail,Tokyo,web,False,,,1.35,9,0.77,ACH,135.74.181.85,D3717439
